species	common_name	body_mass_g	body_mass_notes	max_lifespan_yr	max_lifespan_notes	gestation_days	gestation_notes	litter_size	litter_size_notes	age_maturity_days	age_maturity_notes	metabolic_rate_W	metabolic_rate_notes	brain_mass_g	brain_mass_notes	sleep_hr_day	sleep_notes
Sousa_chinensis	Indo-pacific humpbacked dolphin	279999.99	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Sousa chinensis			365.0	AnAge build 14 (genomics.senescence.info); exact match: Sousa chinensis	1.0	AnAge build 14 (genomics.senescence.info); exact match: Sousa chinensis	3470.0	AnAge build 14 (genomics.senescence.info); exact match: Sousa chinensis						
Speothos_venaticus	Bush dog	6324.54	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Speothos venaticus	14.1	AnAge build 14 (genomics.senescence.info); exact match: Speothos venaticus	68.0	AnAge build 14 (genomics.senescence.info); exact match: Speothos venaticus	4.0	AnAge build 14 (genomics.senescence.info); exact match: Speothos venaticus	304.0	AnAge build 14 (genomics.senescence.info); exact match: Speothos venaticus			41.1781	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett; Tsubio_et_al_2018_NEE]		
Spermophilus_citellus	European suslik	240.0	AnAge build 14 (genomics.senescence.info); exact match: Spermophilus citellus	6.7	AnAge build 14 (genomics.senescence.info); exact match: Spermophilus citellus	27.0	AnAge build 14 (genomics.senescence.info); exact match: Spermophilus citellus	6.0	AnAge build 14 (genomics.senescence.info); exact match: Spermophilus citellus	314.0	AnAge build 14 (genomics.senescence.info); exact match: Spermophilus citellus	1.272	AnAge build 14 (genomics.senescence.info); exact match: Spermophilus citellus	2.9889	González-Suárez et al. 2021 [Tsubio_et_al_2018_NEE]	15.9	Savage & West 2007 PNAS (msleep, genus Spermophilus)
Spermophilus_dauricus	Daurian ground squirrel	240.0	AnAge build 14; genus Spermophilus (n=2) median used (no species-level data)	6.9	AnAge build 14; genus Spermophilus (n=2) median used (no species-level data)	27.0	AnAge build 14; genus Spermophilus (n=2) median used (no species-level data)	6.55	AnAge build 14; genus Spermophilus (n=2) median used (no species-level data)	314.0	AnAge build 14; genus Spermophilus (n=2) median used (no species-level data)	1.272	AnAge build 14; genus Spermophilus (n=2) median used (no species-level data)	2.8438	González-Suárez et al. 2021 [Tsubio_et_al_2018_NEE]	15.9	Savage & West 2007 PNAS (msleep, genus Spermophilus)
Spilogale_gracilis	western spotted skunk	624.0	AnAge build 14; genus Spilogale (n=1) median used (no species-level data)	10.5	AnAge build 14; genus Spilogale (n=1) median used (no species-level data)	31.0	AnAge build 14; genus Spilogale (n=1) median used (no species-level data)	5.0	AnAge build 14; genus Spilogale (n=1) median used (no species-level data)	152.0	AnAge build 14; genus Spilogale (n=1) median used (no species-level data)	1.674	AnAge build 14; genus Spilogale (n=1) median used (no species-level data)	6.9326	González-Suárez et al. 2021 [Stankowich_&_Romero_2017_ProcB; Tsubio_et_al_2018_NEE]		
Spilogale_interrupta	plains spotted skunk	624.0	AnAge build 14; genus Spilogale (n=1) median used (no species-level data)	10.5	AnAge build 14; genus Spilogale (n=1) median used (no species-level data)	31.0	AnAge build 14; genus Spilogale (n=1) median used (no species-level data)	5.0	AnAge build 14; genus Spilogale (n=1) median used (no species-level data)	152.0	AnAge build 14; genus Spilogale (n=1) median used (no species-level data)	1.674	AnAge build 14; genus Spilogale (n=1) median used (no species-level data)	6.81	González-Suárez et al. 2021 (genus Spilogale median)		
Stenella_attenuata	bridled dolphin	65733.59	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Stenella attenuata	46.0	AnAge build 14 (genomics.senescence.info); exact match: Stenella attenuata	345.0	AnAge build 14 (genomics.senescence.info); exact match: Stenella attenuata	1.0	AnAge build 14 (genomics.senescence.info); exact match: Stenella attenuata	2983.0	AnAge build 14 (genomics.senescence.info); exact match: Stenella attenuata			779.9151	González-Suárez et al. 2021 [Barton_&_Capellini_2011_PNAS; Isler_&_vanSchaik_2009_Bio_Lett]		
Stenella_clymene	Clymene dolphin			51.75	AnAge build 14; genus Stenella (n=2) median used (no species-level data)	347.5	AnAge build 14; genus Stenella (n=2) median used (no species-level data)	1.25	AnAge build 14; genus Stenella (n=2) median used (no species-level data)	2908.5	AnAge build 14; genus Stenella (n=2) median used (no species-level data)			812.5	González-Suárez et al. 2021 (genus Stenella median)		
Stenella_coeruleoalba	striped dolphin	142102.96	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Stenella coeruleoalba	57.5	AnAge build 14 (genomics.senescence.info); exact match: Stenella coeruleoalba	350.0	AnAge build 14 (genomics.senescence.info); exact match: Stenella coeruleoalba	1.5	AnAge build 14 (genomics.senescence.info); exact match: Stenella coeruleoalba	2834.0	AnAge build 14 (genomics.senescence.info); exact match: Stenella coeruleoalba			930.0	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; Isler_&_vanSchaik_2009_Bio_Lett; Tsubio_et_al_2018_NEE]		
Stenella_frontalis	Atlantic spotted dolphin	109999.99	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14; genus Stenella (n=2) median used (no species-level data)	51.75	AnAge build 14; genus Stenella (n=2) median used (no species-level data)	347.5	AnAge build 14; genus Stenella (n=2) median used (no species-level data)	1.25	AnAge build 14; genus Stenella (n=2) median used (no species-level data)	2908.5	AnAge build 14; genus Stenella (n=2) median used (no species-level data)			812.5	González-Suárez et al. 2021 (genus Stenella median)		
Stenella_longirostris_orientalis	spinner dolphin	50500.0	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14; genus Stenella (n=2) median used (no species-level data)	51.75	AnAge build 14; genus Stenella (n=2) median used (no species-level data)	347.5	AnAge build 14; genus Stenella (n=2) median used (no species-level data)	1.25	AnAge build 14; genus Stenella (n=2) median used (no species-level data)	2908.5	AnAge build 14; genus Stenella (n=2) median used (no species-level data)			450.0	González-Suárez et al. 2021 [Tsubio_et_al_2018_NEE]		
Steno_bredanensis	rough-toothed dolphin	130000.0	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Steno bredanensis	32.0	AnAge build 14 (genomics.senescence.info); exact match: Steno bredanensis					3650.0	AnAge build 14 (genomics.senescence.info); exact match: Steno bredanensis						
Sturnira_hondurensis	Honduras yellow-shouldered bat	21.4	AnAge build 14; genus Sturnira (n=1) median used (no species-level data)	12.0	AnAge build 14; genus Sturnira (n=1) median used (no species-level data)	105.0	AnAge build 14; genus Sturnira (n=1) median used (no species-level data)	1.0	AnAge build 14; genus Sturnira (n=1) median used (no species-level data)	289.0	AnAge build 14; genus Sturnira (n=1) median used (no species-level data)	0.237	AnAge build 14; genus Sturnira (n=1) median used (no species-level data)	0.618	González-Suárez et al. 2021 (genus Sturnira median)		
Suncus_etruscus	white-toothed pygmy shrew	2.4	AnAge build 14 (genomics.senescence.info); exact match: Suncus etruscus	3.2	AnAge build 14 (genomics.senescence.info); exact match: Suncus etruscus	27.0	AnAge build 14 (genomics.senescence.info); exact match: Suncus etruscus	4.0	AnAge build 14 (genomics.senescence.info); exact match: Suncus etruscus	365.0	AnAge build 14 (genomics.senescence.info); exact match: Suncus etruscus	0.063	AnAge build 14 (genomics.senescence.info); exact match: Suncus etruscus	0.08	González-Suárez et al. 2021 [Mace_et_al_1981_JZool; Stankowich_&_Romero_2017_ProcB; Tsubio_et_al_2018_NEE]	12.8	Savage & West 2007 PNAS (msleep, genus Suncus)
Suricata_suricatta	meerkat	850.0	AnAge build 14 (genomics.senescence.info); exact match: Suricata suricatta	20.6	AnAge build 14 (genomics.senescence.info); exact match: Suricata suricatta	77.0	AnAge build 14 (genomics.senescence.info); exact match: Suricata suricatta	4.0	AnAge build 14 (genomics.senescence.info); exact match: Suricata suricatta	365.0	AnAge build 14 (genomics.senescence.info); exact match: Suricata suricatta	1.729	AnAge build 14 (genomics.senescence.info); exact match: Suricata suricatta	10.465	González-Suárez et al. 2021 [Lemaitre_et_al_2009_J_Evol_Biol; Tsubio_et_al_2018_NEE]		
Sus_cebifrons	Visayan warty pig	135000.0	AnAge build 14; genus Sus (n=4) median used (no species-level data)	16.6	AnAge build 14; genus Sus (n=4) median used (no species-level data)	117.5	AnAge build 14; genus Sus (n=4) median used (no species-level data)	5.0	AnAge build 14; genus Sus (n=4) median used (no species-level data)	348.0	AnAge build 14; genus Sus (n=4) median used (no species-level data)	104.15	AnAge build 14; genus Sus (n=4) median used (no species-level data)	182.5	González-Suárez et al. 2021 (genus Sus median)	9.1	Savage & West 2007 PNAS (msleep, genus Sus)
Sus_scrofa	Pig	135000.0	AnAge build 14 (genomics.senescence.info); exact match: Sus scrofa	27.0	AnAge build 14 (genomics.senescence.info); exact match: Sus scrofa	115.0	AnAge build 14 (genomics.senescence.info); exact match: Sus scrofa	7.0	AnAge build 14 (genomics.senescence.info); exact match: Sus scrofa	334.0	AnAge build 14 (genomics.senescence.info); exact match: Sus scrofa	104.15	AnAge build 14 (genomics.senescence.info); exact match: Sus scrofa	182.5	González-Suárez et al. 2021 [Barton_&_Capellini_2011_PNAS; Boddy_et_al_2012_J_Evol_Biol; Isler_&_vanSchaik_2009_Bio_Lett; Jeschke_&_Strayer_2006_GCB; Lemaitre_et_al_2009_J_Evol_Biol; Tsubio_et_al_2018_NEE]	7.8	Zepelin et al. 2005 Principles & Practices of Sleep Medicine
Sylvicapra_grimmia	bush duiker	15639.15	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Sylvicapra grimmia	15.4	AnAge build 14 (genomics.senescence.info); exact match: Sylvicapra grimmia	165.0	AnAge build 14 (genomics.senescence.info); exact match: Sylvicapra grimmia	1.0	AnAge build 14 (genomics.senescence.info); exact match: Sylvicapra grimmia	255.0	AnAge build 14 (genomics.senescence.info); exact match: Sylvicapra grimmia			77.55	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett; Lemaitre_et_al_2009_J_Evol_Biol]		
Sylvilagus_bachmani	brush rabbit	714.53	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Sylvilagus bachmani			27.0	AnAge build 14 (genomics.senescence.info); exact match: Sylvilagus bachmani	3.6	AnAge build 14 (genomics.senescence.info); exact match: Sylvilagus bachmani	154.0	AnAge build 14 (genomics.senescence.info); exact match: Sylvilagus bachmani			6.58	González-Suárez et al. 2021 [Mace_et_al_1981_JZool]		
Sylvilagus_floridanus	eastern cottontail	1207.19	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Sylvilagus floridanus	9.8	AnAge build 14 (genomics.senescence.info); exact match: Sylvilagus floridanus	30.0	AnAge build 14 (genomics.senescence.info); exact match: Sylvilagus floridanus	5.0	AnAge build 14 (genomics.senescence.info); exact match: Sylvilagus floridanus	123.0	AnAge build 14 (genomics.senescence.info); exact match: Sylvilagus floridanus			7.56	González-Suárez et al. 2021 [Mace_et_al_1981_JZool]		
Symphalangus_syndactylus	siamang	10839.0	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Symphalangus syndactylus	43.0	AnAge build 14 (genomics.senescence.info); exact match: Symphalangus syndactylus	231.0	AnAge build 14 (genomics.senescence.info); exact match: Symphalangus syndactylus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Symphalangus syndactylus	2190.0	AnAge build 14 (genomics.senescence.info); exact match: Symphalangus syndactylus			123.5	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; DeCasien_et_al_2017_Nat_Ecol_Evol; Isler_&_vanSchaik_2009_Bio_Lett; Tsubio_et_al_2018_NEE]		
Syncerus_caffer	African buffalo	592665.98	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Syncerus caffer	32.8	AnAge build 14 (genomics.senescence.info); exact match: Syncerus caffer	331.0	AnAge build 14 (genomics.senescence.info); exact match: Syncerus caffer	1.0	AnAge build 14 (genomics.senescence.info); exact match: Syncerus caffer	1475.0	AnAge build 14 (genomics.senescence.info); exact match: Syncerus caffer			645.9	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett; Stankowich_&_Romero_2017_ProcB; Tsubio_et_al_2018_NEE]		
